work_id,title,author,rating,category,fandom,relationship,character,additional_tags,warnings,language,date updated,status,words,chapters,comments,kudos,bookmarks,hits
8570572,The Game Continued,Simonspeaking,Not Rated,M/M,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Drarry - Relationship","Draco Malfoy , Harry Potter , Ron Weasley , Hermione Granger , Neville Longbottom , Pansy Parkinson , Millicent Bulstrode , Seamus Finnegan , Dean Thomas , Blaise Zabini , Hannah Abott , Parvati Patil , Padma Patil","Party Games , Truth or Dare , Alcohol , eighth year , Hogwarts , Drarry , Room of Requirement , Quidditch , Angst , Fluff , slowburn",No Archive Warnings Apply,English,03 Jan 2017,Complete Work,"30,000",13/13,131,1554,200,20289
11126547,Detention,ICantReadEnoughFanFiction,Not Rated,M/M,Harry Potter - J. K. Rowling,Gilderoy Lockhart/Harry Potter,"Gilderoy Lockhart , Ron Weasley , Hermione Granger , Harry Potter , Severus Snape","Severus is a protective little shit , emotional harry , OCC Harry Potter , OCC Gilderoy Lockhart , OOC Minerva McGonagall","Underage , Rape/Non-Con",English,08 Jun 2017,Complete Work,"2,535",1/1,15,459,44,20282
879814,Frost on a Park Bench,Saras_Girl,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Harry Potter , Draco Malfoy",,Creator Chose Not To Use Archive Warnings,English,11 Jul 2013,Complete Work,"5,168",1/1,49,2293,221,20257
8396008,The Most Important Lie,ShayaLonnie,Teen And Up Audiences,F/M,Harry Potter - J. K. Rowling,Hermione Granger/Harry Potter,"Hermione Granger , Harry Potter , Ginny Weasley , Ron Weasley","Alternate Universe , Alternate Universe - Canon Divergence",No Archive Warnings Apply,English,27 Oct 2016,Complete Work,"2,591",1/1,76,1817,268,20242
669560,Trains and Introductions,Amledo,General Audiences,Gen,Harry Potter - J. K. Rowling,"Harry Potter/Severus Snape , Harry Potter/Draco Malfoy","Harry Potter , Ron Weasley , Severus Snape , Albus Dumbledore , Hermione Granger , Fred Weasley , George Weasley , Neville Longbottom","Friendship , Not Slash , Hogwarts First Year , AU , Alternate Universe , Manipulations , Slytherin!Harry , Ravenclaw!Hermione , Good!Draco , Good!Severus , manipulative!Dumbledore , Manipulated!Ron , No Golden Trio , Family , Loving!Dursleys , Dumbledore Bashing , Character Bashing",No Archive Warnings Apply,English,03 Feb 2013,Complete Work,"1,789",1/1,18,746,43,20239
22187539,Come Together,thequibblah,Teen And Up Audiences,"F/M, Multi, F/F",Harry Potter - J. K. Rowling,"James Potter/Lily Evans Potter , Sirius Black & Remus Lupin & Peter Pettigrew & James Potter","Marauders (Harry Potter) , Mary Macdonald , Dorcas Meadowes","Marauders Era (Harry Potter) , Hogwarts , plus diversity of race and sexuality! , Hogwarts Sixth Year , Hogwarts Seventh Year , First War with Voldemort , Canon Compliant , Slow Burn , POV Multiple , Implied/Referenced Character Death , Minor Character Death , Wizarding Politics (Harry Potter)",No Archive Warnings Apply,English,16 Jan 2021,Work in Progress,"371,338",34/?,665,409,95,20237
6203932,c r a v e,epsilonargus,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Pansy Parkinson/Ginny Weasley","Draco Malfoy , Harry Potter , Pansy Parkinson , Gregory Goyle , Bellatrix Black Lestrange , Narcissa Black Malfoy , Lucius Malfoy , Voldemort","Veela Draco Malfoy , Veela Fest , Veela , Past Torture , Aftermath of Torture , Insecure Draco , Hurt/Comfort",Creator Chose Not To Use Archive Warnings,English,22 Mar 2016,Complete Work,"11,055",1/1,55,1289,206,20219
21421147,The Year Harry Adjusted,Isscha,General Audiences,Gen,Harry Potter - J. K. Rowling,"Harry Potter & Severus Snape , Draco Malfoy & Harry Potter , Draco Malfoy & Pansy Parkinson & Harry Potter & Blaise Zabini , Minerva McGonagall & Severus Snape , Neville Longbottom & Harry Potter","Harry Potter , Severus Snape , Draco Malfoy , Pansy Parkinson , Blaise Zabini , Weasley Family (Harry Potter) , Malfoy Family (Harry Potter) , Remus Lupin , Minerva McGonagall , Quirinus Quirrell , Neville Longbottom , Ron Weasley","Severitus | Severus Snape is Harry Potter's Parent , Harry Potter was Raised by Other(s) , Severus Snape Adopts Harry Potter , Hogwarts First Year , Paganism , Other Additional Tags to Be Added , something is wrong with Dumbledore , No Bashing , follows some canon timeline or events albeit extremely loosely at times , Severus and Minerva Friendship , neglected Hermione Granger , canon abused Neville , Charlie Weasley Loves his Dragons",No Archive Warnings Apply,English,23 Oct 2020,Work in Progress,"88,731",11/19,140,825,233,20210
9079294,Watch What You Say,BigJellyMonster (orphan_account),General Audiences,No category,Harry Potter - J. K. Rowling,,"Harry Potter , Tom Riddle","Alternate Universe , Kid Harry Potter , Head Boy Tom Riddle , Cuteness overload , Slytherin Harry , Parseltongue",Creator Chose Not To Use Archive Warnings,English,27 Dec 2016,Complete Work,573,1/1,43,1906,258,20205
17139782,Family Doesn’t End In Blood,Isys Luna Skeeter (IsysSkeeter),Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Harry Potter/Tom Riddle/Voldemort,"Harry Potter , Diary Tom Riddle , Voldemort (Harry Potter) , Griphook (Harry Potter) , Sirius Black , Hermione Granger , Luna Lovegood , Neville Longbottom , Tommyboy (Original Character) , Poppy Pomfrey , Tom the Barman (Harry Potter) , Madam Malkin (Harry Potter) , Nagini (Harry Potter) , Malfoy Family (Harry Potter)","Writer isn't a Native English Speaker , Alternate Universe – Cannon Divergence , Adoption , Blood Adoption , Legal Adoption , Mention of Minor Character’s death , Threesome - M/M/M , Don't copy to another site",Underage,English,01 Jul 2019,Complete Work,"53,067",20/20,253,1155,316,20205
2247441,A Need For Memories,SailorMartin3,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,"Harry/Ginny , James/Lily , One sided Severus/Lily , Ron/Hermione , Frank/Alice , Neville/Luna maybe , Remus Lupin/Nymphadora Tonks , implied Albus Dumbledore/Gellert Grindlewald , Molly/Arthur","Albus Dumbledore , Minerva McGonagall , James Potter , Lily Evans , Harry Potter , Arthur Weasley , Molly Prewett , Ron Weasley , Ginny Weasley , Hermione Granger , Remus Lupin , Nymphadora Tonks , Sirius Black , Regulus Black , Severus Snape , Frank Longbottom , Alice Prewett , Neville Longbottom , Luna Lovegood , Hedwig?",Characters Reading The Books,Creator Chose Not To Use Archive Warnings,English,25 Nov 2019,Work in Progress,"225,121",45/?,154,304,74,20190
3731941,Sparks,ssstrychnine,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Sirius Black/Remus Lupin,"Remus Lupin , Sirius Black , Peter Pettigrew , Lily Evans Potter","Alternate Universe - Library , Alternate Universe - Modern Setting , Alternate Universe - College/University , Alternate Universe - Non-Magical , Fluff",No Archive Warnings Apply,English,12 Apr 2015,Complete Work,"3,113",1/1,73,2199,318,20188
1020463,Always,ferowyn,Teen And Up Audiences,"M/M, Multi",Harry Potter - J. K. Rowling,Harry Potter/Fred Weasley/George Weasley,"Harry Potter , Fred Weasley , George Weasley , Hermione Granger , Weasley Family - Character , Luna Lovegood , Fleur Delacour , Viktor Krum","Twincest , Threesome",Creator Chose Not To Use Archive Warnings,English,27 Oct 2013,Complete Work,"4,036",1/1,43,1614,245,20185
8408017,By Moonlight,Eiiri,Teen And Up Audiences,"F/M, Gen, M/M",Harry Potter - J. K. Rowling,"Sirius Black/Remus Lupin , Harry Potter/Ginny Weasley , Hermione Granger/Ron Weasley","Draco Malfoy , Remus Lupin , Sirius Black , Hermione Granger , Ginny Weasley , Harry Potter , Fred Weasley , George Weasley , Molly Weasley , Bill Weasley , Fleur Delacour , Arthur Weasley , Percy Weasley , Charlie Weasley , Neville Longbottom , Narcissa Black Malfoy , Lucius Malfoy , Luna Lovegood , Poppy Pomfrey , Rolanda Hooch , Cho Chang , Dean Thomas , Seamus Finnigan","Werewolf!Draco , Brief depictions/discussion of violence , Aftermath of Violence , Fantastic Racism , past trauma , Living with Consequences , Post-War , Post-Battle of Hogwarts , Remus Lupin Lives , Sirius Black Lives , Fred Lives , Everybody Else Who Died Is Still Dead and I'm Sorry , Alternate Universe - Canon Divergence , BAMF Hermione Granger , Hermione is Good at Potions , Wolfsbane Potion , Amputee!Fred , BAMF Ginny Weasley , wolfstar , Remus and Sirius have a Complicated Relationship , Remus Lupin-centric , Draco Malfoy-centric , Draco is Bad at Being Good , Nobody Likes Draco Malfoy , This Is NOT About Harry , Minor Hermione Granger/Ron Weasley , Minor Harry Potter/Ginny Weasley , Minor Bill Weasley/Fleur Delacour , Sirius Black does DIY , Era-Appropriate Homophobia (actually it's pretty mild) , Draco Malfoy is a Git , Visiting St. Mungo's , WE DO NOT HAVE ENOUGH CANON INFO ON WEREWOLVES SO I'M MAKING IT UP , Adventures in Muggle Shopping , Everybody needs therapy , Draco and Sirius are Cousins and Don't You Forget It , Molly Weasley is SuperMum , BAMF Molly Weasley , Molly Will Not Let You Go Unfed , Sirius Black is a Cad , Cleaning Grimmauld Place , They're Not Kids Anymore , Hermione and Draco are Friends? , Family of Choice",No Archive Warnings Apply,English,05 Feb 2017,Complete Work,"42,820",20/20,639,1194,182,20181
3955417,Quidditch Practice,ElectricBlueLilies,General Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter , Poppy Pomfrey , Ron Weasley , Fred Weasley , George Weasley","Fluff , Quidditch , Hurt/Comfort , Secret Relationship , Drabble , Alternate Universe - Canon Divergence , just some sweet fluff , also Madame Pomfrey knows everything",No Archive Warnings Apply,English,17 May 2015,Complete Work,"1,526",1/1,37,1927,113,20171
8516626,All Over Again,QuidditchSeason1977,Teen And Up Audiences,F/M,Harry Potter - J. K. Rowling,Sirius Black/Harry Potter,"Original Female Character(s) , Sirius Black , James Potter , Lily Evans Potter , Teddy Lupin , Charlus Potter , Dorea Black Potter , Albus Dumbledore , Minerva McGonagall , Horace Slughorn , Tom Riddle | Voldemort , Remus Lupin , Peter Pettigrew , Original Male Character(s) , Alice Longbottom , Frank Longbottom , Harry Potter , Original House-Elf Character(s)","Time Travel , Alternate Universe - Time Travel , Time Travel Fix-It , Horcruxes , Female Harry Potter , Originally Posted on FanFiction.Net , Marauders' Era",No Archive Warnings Apply,English,10 Aug 2017,Work in Progress,"23,029",11/?,40,619,202,20168
8873749,Your Ink On My Skin,Fairygirl34,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Harry Potter/Tom Riddle,"Harry Potter , Tom Riddle","Alternate Universe - Modern Setting , Alternate Universe - Soulmates , Implied/Referenced Child Abuse , Child Abuse , Age Difference , More tags to be added as story progresses , no underage anything",No Archive Warnings Apply,English,26 Sep 2017,Work in Progress,"13,200",7/?,200,1674,367,20151
12477388,His Veela Heritage,RiverWriter,Teen And Up Audiences,"F/M, Gen",Harry Potter - J. K. Rowling,Hermione Granger & Draco Malfoy,"Andromeda Black Tonks , Teddy Lupin , Lucius Malfoy , Narcissa Black Malfoy , Harry Potter , Ron Weasley , Ginny Weasley , Neville Longbottom , Lavender Brown","Romance , Veela , Post-Battle of Hogwarts , Post-Hogwarts , Fantasy , secret romance , Family",Creator Chose Not To Use Archive Warnings,English,15 Aug 2018,Complete Work,"91,648",31/31,273,909,241,20146
1823242,A Nick in Time,tiranog,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Harry Potter/Severus Snape,,,Creator Chose Not To Use Archive Warnings,English,21 Jun 2014,Complete Work,"52,178",1/1,65,827,360,20139
23976052,Harry Potter and the Ticket Backwards,viciousmouse,General Audiences,No category,Harry Potter - J. K. Rowling,"Hermione Granger & Harry Potter & Ron Weasley , Hermione Granger & Neville Longbottom & Harry Potter & Ron Weasley , Hermione Granger & Harry Potter , Harry Potter & Ron Weasley , Neville Longbottom & Harry Potter , Draco Malfoy & Harry Potter , Harry Potter & Percy Weasley","Harry Potter , Hermione Granger , Ron Weasley , Neville Longbottom","Time Travel , Harry Potter Epilogue What Epilogue | EWE , Time Travelling Harry Potter , Independent Harry Potter , Time Travel Fix-It , Worldbuilding",Creator Chose Not To Use Archive Warnings,English,12 May 2020,Complete Work,"78,518",15/15,129,949,131,20118
3259337,The Christmas Wish,Nahiel,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Neville Longbottom/Harry Potter , Sirius Black/Remus Lupin",,"Fluff , Christmas Fluff , Alternate Universe - Canon Divergence",No Archive Warnings Apply,English,30 Jan 2015,Complete Work,"17,463",8/8,67,1957,535,20103
21298217,Everything a Word Can Mean,OTPshipper98,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Minor or Background Relationship(s)","Draco Malfoy , Harry Potter","Soulmate-Identifying Marks , Soulmates , Alternate Universe - Soulmates , Sectumsempra Scars , Pre-Hogwarts , Hogwarts Era , Post-Hogwarts , Foot Massage , Nicknames , Cuddles , Happy Ending , Drunken Confessions , Getting Together",No Archive Warnings Apply,English,04 Nov 2019,Complete Work,"2,355",1/1,135,2818,313,20095
2547608,The Forgotten Child,AmaryllisFay,Teen And Up Audiences,"F/M, M/M",Harry Potter - J. K. Rowling,Lucius Malfoy/Severus Snape,"Harry Potter , Severus Snape , Lucius Malfoy , Narcissa Black Malfoy , Draco Malfoy , Hermione Granger , Neville Longbottom , Luna Lovegood , Ron Weasley , Albus Dumbledore","Self-Harm , Child Abuse , Suicidal Thoughts , Implied Mpreg , Creature Inheritance , Depression",Creator Chose Not To Use Archive Warnings,English,04 May 2018,Work in Progress,"32,816",12/?,122,599,140,20082
3569855,The Circus of Riddles,The_Fictionist,Not Rated,M/M,Harry Potter - J. K. Rowling,Harry Potter/Tom Riddle,"Harry Potter , Tom Riddle , Ginny Weasley","Fae & Fairies , Alternate Universe - Fae , Fae Magic",Creator Chose Not To Use Archive Warnings,English,04 Feb 2017,Complete Work,"7,477",3/3,68,1539,291,20082
1037210,Please Come Home for Christmas,Lily_meet_Ginny,General Audiences,F/M,Harry Potter - J. K. Rowling,James/Lily,"James Potter , Lily Evans Potter , Sirius Black , Remus Lupin , Mr. Evans , Mrs. Potter",,No Archive Warnings Apply,English,09 Nov 2013,Complete Work,"16,480",9/9,1,6,0,20075
24792544,"my head is bloody, but unbowed",NorthernRanger,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,"Alastor ""Mad-Eye"" Moody & Harry Potter , Alice Longbottom/Frank Longbottom , James Potter/Lily Evans Potter , Nicolas Flamel/Perenelle Flamel (Harry Potter)","Harry Potter , Albus Dumbledore , Alastor Moody , James Potter , Lily Potter , Sirius Black , Remus Lupin , Voldemort , Peter Pettigrew , Bellatrix Lestrange , Edgar Bones , Amelia Bones , Minerva McGonagall , Aberforth Dumbledore , Frank Longbottom , Alice Longbottom , Nicolas Flamel , Perenelle Flamel (Harry Potter) , Marlene McKinnon , Benjy Fenwick , Caradoc Dearborn","Time Travel , Dimension Travel , Alternate Universe , first wizarding war , is that even a tag? , Trauma , Healing , Fluff and Angst , mostly angst , but fluff later , obligatory time travel fic , i don't know how to tag things , I have other things I should be writing but this won't get out of my head so here you go , i would say slow burn , But i don't write romance? , Slow Build , because this is my playground and I'm having fun playing in it , Even if Harry's not having fun , Poor Harry , Wizarding World (Harry Potter) , Runes , Magic is Awesome , And Harry finally gets a chance to be a nerd about it , Harry is such a nerd , and he was trying so hard just to get through school alive that we never knew it , Is this tag list getting longer every time I update? why yes , Yes it Is , Oops , write the fic you wish to see in the world , Worldbuilding , Arithmancy (Harry Potter) , Study of Ancient Runes (Harry Potter) , ok i said mostly angst but let's be real. mostly fluff",Graphic Depictions Of Violence,English,16 Feb 2021,Work in Progress,"76,232",14/15,373,915,304,20064
20391079,Let's talk sugar,asterismal (asterisms),Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Harry Potter/Tom Riddle,"Harry Potter , Tom Riddle , Hermione Granger , Sirius Black , Ron Weasley","Alternate Timelines , Alternate Universe - Sugar Daddy , Sugar Daddy Tom Riddle , Sugar Baby Harry Potter , Tom Riddle is Not Voldemort , Or Is he? , Minister for Magic Tom Riddle , Auror Harry Potter",No Archive Warnings Apply,English,25 Aug 2019,Complete Work,"2,254",1/1,53,3182,609,20066
11083248,I think we’re all gay (and Draco fucked up),donnarafiki,Teen And Up Audiences,"F/F, M/M",Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Hermione Granger/Pansy Parkinson , Neville Longbottom/Theodore Nott , Ron Weasley/Blaise Zabini , Seamus Finnigan/Dean Thomas , Luna Lovegood/Ginny Weasley","Ron Weasley , Harry Potter , Blaise Zabini , Hermione Granger , Pansy Parkinson , Draco Malfoy , Dean Thomas , Seamus Finnigan , Neville Longbottom , Theodore Nott , Luna Lovegood , Ginny Weasley","Texting , Group chat , Hogwarts Eighth Year , Femslash , ace ronald weasley , Ace character",No Archive Warnings Apply,English,22 Nov 2018,Work in Progress,"10,882",7/?,472,1759,168,20055
878998,The Truth Behind the Name pt3,KusanoSaku,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Pre-slash Draco Malfoy/Harry Potter , Narcissa Black Malfoy/Lucius Malfoy , Andromeda Black Tonks/Ted Tonks , Percy Weasley/Oliver Wood , Remus Lupin/Severus Snape , Parental Severus Snape & Harry Potter","Draco Malfoy , Harry Potter , Severus Snape , Remus Lupin , Hermione Granger , Blaise Zabini , Fred Weasley , George Weasley , Percy Weasley , Oliver Wood","References to Past Child Abuse , Angst , Pre-Slash , Fluff , Reference to Miscarriage of Justice , Dumbledore Bashing , courting",Creator Chose Not To Use Archive Warnings,English,11 Jul 2013,Complete Work,"39,649",20/20,155,843,55,20055
11415702,Narcissa Secretive,Lomonaaeren,Teen And Up Audiences,F/M,Harry Potter - J. K. Rowling,"Lucius Malfoy/Narcissa Black Malfoy , Draco Malfoy & Harry Potter","Narcissa Black Malfoy , Lucius Malfoy , Draco Malfoy , Harry Potter , Ron Weasley , Gilderoy Lockhart , Diary Tom Riddle","Crack , Assassins & Hitmen , Chamber of Secrets AU , BAMF Narcissa Black Malfoy",Creator Chose Not To Use Archive Warnings,English,13 Jul 2017,Complete Work,"7,523",2/2,104,1883,70,20050
16205831,Sightless: The Philosopher's Stone,wordsinabook,General Audiences,"F/M, Gen, M/M, F/F",Harry Potter - J. K. Rowling,Eventual Relationships - Relationship,"Harry Potter , Ron Weasley , Hermione Granger , Draco Malfoy , Albus Dumbledore , Severus Snape , Dursley Family (Harry Potter) , Rubeus Hagrid , Original Muggle Character(s) , Minerva McGonagall","Eventual Romance , Blind Harry Potter , Blind!Harry , Blind!Harry Potter , Disabled Harry Potter , Disabled Harry , Slytherin Trio , Slytherin Harry Potter , Slytherin Ron Weasley , Slytherin Hermione , slytherin golden trio , Draco learns not to be a git , Good Slytherins , Draco Redeemed , Harry & OC , slow plot , Hurt Harry , Emotionally Abused Harry , dursleys are dicks , Sweet Harry Potter , Friendship , Smart Harry Potter , Ron Weasley is a Good Friend , Draco and Ron rivalry , alternative universe , Draco works through prejudice , All Character Have Flaws , POV shifts , Harry Potter is a Good Friend , Harry Potter is a Horcrux , Bisexual Harry Potter , poc characters , Black Hermione Granger , POC Harry Potter , Snape is a dick , Hagrid is best boy",Creator Chose Not To Use Archive Warnings,English,07 Jul 2020,Work in Progress,"25,402",14/?,309,1323,332,20042
4082428,Uninhibited: Plot,DepravedDevil,Not Rated,Multi,Harry Potter - J. K. Rowling,,"Harry Potter , Nymphadora Tonks , Ron Weasley , Hermione Granger , Sirius Black , Remus Lupin , Molly Weasley","Implied Relationships , Plot , Implied Sexual Content",Creator Chose Not To Use Archive Warnings,English,05 Jun 2015,Complete Work,"2,597",1/1,1,76,8,20024
4536204,The Contract,Gia_Sesshoumaru,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Harry Potter/Severus Snape,"Harry Potter , Severus Snape","Depression , PTSD , Addiction , Pre-Relationship , Wordcount: Over 50.000 , alternate universe - freeform , Drama , Angst , Slow Burn , Slow Build , Alternate Universe - Canon Divergence",No Archive Warnings Apply,English,21 Feb 2016,Complete Work,"59,104",18/18,150,610,122,20021
7267186,Reflection,OwlsWithFins,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter , Hermione Granger , Ron Weasley , Blaise Zabini , Pansy Parkinson , Severus Snape , Albus Dumbledore , Luna Lovegood , Neville Longbottom , Remus Lupin , Nymphadora Tonks , Ginny Weasley , Seamus Finnigan","Drarry , Slash , Het and Slash , Hogwarts Sixth Year , Hogwarts Seventh Year , Not Canon Compliant - Harry Potter and the Deathly Hallows , Book 6: Harry Potter and the Half-Blood Prince , Canon Compliant Through Order of the Phoenix , POV Alternating , Alteration fic",Creator Chose Not To Use Archive Warnings,English,29 Jul 2016,Complete Work,"84,278",20/20,287,1128,254,20020
24947077,Bezoar,silver_drip,Teen And Up Audiences,No category,Harry Potter - J. K. Rowling,,"Harry Potter , James Potter , Lily Evans Potter","Wrong Boy-Who-Lived (Harry Potter) , Harry Potter Has a Twin , Implied/Referenced Torture , James Potter Lives , Lily Evans Potter Lives , Child Abuse , Slytherin Harry Potter",No Archive Warnings Apply,English,30 Jan 2021,Work in Progress,"39,550",12/?,302,864,302,20005
14922422,Voldemort's Little Itch,misteeirene,Not Rated,M/M,Harry Potter - Fandom,"Harry Potter - Relationship , Voldemort - Relationship , Tom Riddle - Relationship , Harry/Voldemort , Harry/Tom",,"non-con , Abuse , Creature Harry , Slash , Mpreg , Harry Potter/Voldemort - Freeform , Harry Potter/Tom Riddle - Freeform , Bottom Harry , Fenrir - Freeform","Rape/Non-Con , Underage",English,17 Jan 2019,Work in Progress,"35,251",7/?,174,1300,381,20002
13864737,"Who We Were, Who We Are",jamesilver,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,"Draco Malfoy/Harry Potter , Hermione Granger/Ron Weasley (side)","Draco Malfoy , Harry Potter , Ron Weasley , Hermione Granger , Poppy Pomfrey , Severus Snape , Lucius Malfoy , Narcissa Black Malfoy , Albus Dumbledore , Minerva McGonagall , Ginny Weasley , Luna Lovegood , Blaise Zabini , Neville Longbottom , Tom Riddle | Voldemort , Bellatrix Black Lestrange , Bathsheda Babbling , Pansy Parkinson , Vincent Crabbe , Gregory Goyle , Millicent Bulstrode , Theodore Nott , Dean Thomas , Seamus Finnigan , Remus Lupin","Amnesia , Temporary Amnesia , oblivated , Angst , Fluff and Angst , Fluff , Cute , seriosult theyre fucking adorable , Sectumsempra , Sectumsempra Scars , sectumsempra angst , post dark mark draco , angst about that lmao , Coming Out , if you feel abt Dumbledore the way harry canonically feels abt dumbledore , maybe uhh this is not the fic for you faiwfjiowj","Creator Chose Not To Use Archive Warnings , No Archive Warnings Apply",English,18 Jan 2021,Work in Progress,"58,868",19/21,308,882,157,19992
10467780,A New Beginning (Hiatus),Magic_of_Daydreaming,General Audiences,"M/M, F/M",Harry Potter - J. K. Rowling,"Sirius Black/Harry Potter , James Potter/Severus Snape","Harry Potter , James Potter , Sirius Black , Remus Lupin , Charlus Potter , Dorea Black Potter , Regulus Black , Severus Snape , Peter Pettigrew , Albus Dumbledore , Tom Riddle | Voldemort , Voldemort (Harry Potter) , Rubeus Hagrid , Lily Evans , Minerva McGonagall , Horace Slughorn , Lucius Malfoy","More parings later , Romance , Slash , Time Travel , Alternate Universe , Family , Fluff , Drama , Family Drama , Adventure , Angst , Marauders' Era , Marauders , Ravenclaw Harry , Ravenclaw Harry Potter , Ravenclaw Severus Snape",No Archive Warnings Apply,English,02 Jun 2018,Work in Progress,"5,699",6/?,66,833,212,19990
3942403,Chicken,Blossomwitch,General Audiences,M/M,Harry Potter - J. K. Rowling,Sirius Black/Remus Lupin,"Sirius Black , Remus Lupin , James Potter , Peter Pettigrew","Truth or Dare , Secrets , Awkward Flirting , Fluff",No Archive Warnings Apply,English,02 Jun 2015,Complete Work,"2,281",1/1,38,2961,307,19989
1114039,Entering the Wizarding World,NerineLunaCyran,General Audiences,Gen,Harry Potter - J. K. Rowling,,"Harry Potter , Severus Snape , Hermione Granger , Draco Malfoy , Daphne Greengrass , Pansy Parkinson , Hogwarts Students , Hogwarts Staff","Canon Rewrite , Good Severus Snape , Additional Tags and Characters added as we go , Manipulative Dumbledore , Which is not the same as evil Dumbledore , Slytherin Harry , Ravenclaw Hermione , POV Harry Potter , Hogwarts First Year",No Archive Warnings Apply,English,02 Oct 2015,Work in Progress,"53,500",14/?,134,440,157,19989
17386988,Son of Asteroth,Momeratz_Autgraeb,Not Rated,"M/M, Multi",Harry Potter - J. K. Rowling,"Rubeus Hagrid/Harry Potter , Albus Dumbledore/Harry Potter , Harry Potter/Severus Snape , Firenze/Harry Potter , Harry Potter/Tom Riddle , Filius Flitwick/Harry Potter , Viktor Krum/Harry Potter , Harry Potter/Other(s)","Harry Potter Characters , Harry Potter , Original Male Character(s)","Fluff and Crack , Crack Treated Seriously , Porn With Plot , Mpreg , Polyamory",Creator Chose Not To Use Archive Warnings,English,11 Jan 2019,Complete Work,"4,049",1/1,33,772,110,19979
93953,Ain't No Friend Of Mine,lettered,General Audiences,"Gen, M/M",Harry Potter - Rowling,Draco Malfoy/Harry Potter,"Draco Malfoy , Harry Potter","Animagus , Dog(s) , Mystery , Magic , Pre-Slash , Post-Canon , Friendship",No Archive Warnings Apply,English,11 Jun 2008,Complete Work,"33,103",1/1,42,956,244,19975
20143984,From The Embers,War_Queen,Not Rated,"Gen, M/M",Harry Potter - J. K. Rowling,Harry Potter/Tom Riddle | Voldemort,"Lord Voldemort , Harry Potter , Bellatrix Black Lestrange , Rodolphus Lestrange , Luna Lovegood","Dark Harry Potter , Death Eater Harry Potter , Post HPATPS , Pre-Slash , ?? - Freeform , Don't copy to another site , Not Beta Read",Creator Chose Not To Use Archive Warnings,English,05 Sep 2020,Complete Work,"36,394",6/6,102,1129,248,19966
16352045,Second Chances,LuminaLunii,Teen And Up Audiences,"F/F, F/M, M/M",Harry Potter - J. K. Rowling,Harry Potter/Original Female Character(s),"Harry Potter , Hermione Granger , Original Female Character(s) , Original Male Character(s) , Neville Longbottom , Draco Malfoy , Luna Lovegood , Severus Snape , Albus Dumbledore , Tom Riddle | Voldemort , Original Goblin Character(s) , Griphook (Harry Potter) , Susan Bones , Theodore Nott , Hannah Abbott , Daphne Greengrass , Arcturus Black III , Sirius Black , Remus Lupin , Portrait Walburga Black , Cassiopeia Black","Self-Insert , Original Character(s) , Originally Posted on FanFiction.Net , Heir of Hogwarts Founders , Reincarnation , Fix-It of Sorts , Eventual Romance , Partially political , Slight OOC , Alternate Universe - Canon Divergence",Creator Chose Not To Use Archive Warnings,English,16 Jul 2020,Work in Progress,"14,374",4/?,74,1110,415,19946
7806148,It Was Your Idea,XxXxDarkVampirexXxX,Teen And Up Audiences,M/M,Harry Potter - J. K. Rowling,Harry Potter/Tom Riddle,"Harry Potter , Tom Riddle | Voldemort , Severus Snape , Albus Dumbledore , Lucius Malfoy","Oneshot , Romance , drama I suppose , I don't know what else to tag , Humour , easily foild plans",Creator Chose Not To Use Archive Warnings,English,18 Aug 2016,Complete Work,"6,057",1/1,52,1882,318,19940
8932396,How Percival Graves got his Groove Back,fallingintodivinity,Teen And Up Audiences,M/M,Fantastic Beasts and Where to Find Them (Movies),"Original Percival Graves/Newt Scamander , Queenie Goldstein/Jacob Kowalski (secondary pairing)","Newt Scamander , Original Percival Graves , Tina Goldstein , Queenie Goldstein , Jacob Kowalski , Newt Scamander's Niffler","Romance , Slow Burn , First Kiss , Little bit of hurt/comfort , Spoilers for FBaWtFT , Fluff",No Archive Warnings Apply,English,21 Dec 2016,Complete Work,"7,476",1/1,108,2321,618,19935
